movie_id,movie_title,tags
58,pirates of the caribbean: dead man's chest,Adventure Fantasy Action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger JohnnyDepp OrlandoBloom KeiraKnightley GoreVerbinski
57201,the lone ranger,Action Adventure Western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto JohnnyDepp ArmieHammer WilliamFichtner GoreVerbinski
49521,man of steel,Action Adventure Fantasy ScienceFiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse HenryCavill AmyAdams MichaelShannon ZackSnyder
2454,the chronicles of narnia: prince caspian,Adventure Family Fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld BenBarnes WilliamMoseley AnnaPopplewell AndrewAdamson
24428,the avengers,ScienceFiction Action Adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse RobertDowneyJr ChrisEvans MarkRuffalo JossWhedon
1865,pirates of the caribbean: on stranger tides,Adventure Action Fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d JohnnyDepp PenélopeCruz IanMcShane RobMarshall
41154,men in black 3,Action Comedy ScienceFiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory WillSmith TommyLeeJones JoshBrolin BarrySonnenfeld
122917,the hobbit: the battle of the five armies,Action Adventure Fantasy corruption elves dwarves orcs middleearth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery MartinFreeman IanMcKellen RichardArmitage PeterJackson
1930,the amazing spider-man,Action Adventure Fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger AndrewGarfield EmmaStone RhysIfans MarcWebb
20662,robin hood,Action Adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland RussellCrowe CateBlanchett MaxvonSydow RidleyScott
57158,the hobbit: the desolation of smaug,Adventure Fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery MartinFreeman IanMcKellen RichardArmitage PeterJackson
2268,the golden compass,Adventure Fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel DakotaBlueRichards NicoleKidman DanielCraig ChrisWeitz
254,king kong,Adventure Drama Action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur NaomiWatts JackBlack AdrienBrody PeterJackson
597,titanic,Drama Romance Thriller shipwreck iceberg ship panic titanic oceanliner epic richwomanpoorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s KateWinslet LeonardoDiCaprio FrancesFisher JamesCameron
271110,captain america: civil war,Adventure Action ScienceFiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d ChrisEvans RobertDowneyJr ScarlettJohansson AnthonyRusso JoeRusso
44833,battleship,Thriller Action Adventure ScienceFiction fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri TaylorKitsch AlexanderSkarsgård Rihanna PeterBerg
135397,jurassic world,Action Adventure ScienceFiction Thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror ChrisPratt BryceDallasHoward IrrfanKhan ColinTrevorrow
37724,skyfall,Action Adventure Thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao DanielCraig JudiDench JavierBardem SamMendes
558,spider-man 2,Action Adventure Fantasy dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain TobeyMaguire KirstenDunst JamesFranco SamRaimi
68721,iron man 3,Action Adventure ScienceFiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis RobertDowneyJr GwynethPaltrow DonCheadle ShaneBlack
12155,alice in wonderland,Family Fantasy Adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d MiaWasikowska JohnnyDepp AnneHathaway TimBurton
36668,x-men: the last stand,Adventure Action ScienceFiction Thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger HughJackman HalleBerry IanMcKellen BrettRatner
62211,monsters university,Animation Family monster dormitory games animation bestfriend university scary aftercreditsstinger BillyCrystal JohnGoodman SteveBuscemi DanScanlon
8373,transformers: revenge of the fallen,ScienceFiction Action Adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger ShiaLaBeouf MeganFox JoshDuhamel MichaelBay
91314,transformers: age of extinction,ScienceFiction Action Adventure sequel alien transformers giantrobot robot imax transformingrobot MarkWahlberg StanleyTucci KelseyGrammer MichaelBay
68728,oz: the great and powerful,Fantasy Adventure Family circus witch magic hope illusion lost magictrick wizard 3d JamesFranco MilaKunis RachelWeisz SamRaimi
102382,the amazing spider-man 2,Action Adventure Fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers AndrewGarfield EmmaStone JamieFoxx MarcWebb
20526,tron: legacy,Adventure Action ScienceFiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy GarrettHedlund JeffBridges OliviaWilde JosephKosinski
49013,cars 2,Animation Family Adventure Comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger OwenWilson LarrytheCableGuy MichaelCaine JohnLasseter BradLewis
44912,green lantern,Adventure Action Thriller ScienceFiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d RyanReynolds BlakeLively PeterSarsgaard MartinCampbell
10193,toy story 3,Animation Family Comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory TomHanks TimAllen NedBeatty LeeUnkrich
534,terminator salvation,Action ScienceFiction Thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation postapocalyptic dystopia army firearm wartime losangeles ChristianBale SamWorthington AntonYelchin McG
168259,furious 7,Action carrace speed revenge suspense car race musclecar VinDiesel PaulWalker DwayneJohnson JamesWan
72190,world war z,Action Drama Horror ScienceFiction Thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse BradPitt MireilleEnos AbigailHargrove MarcForster
127585,x-men: days of future past,Action Adventure Fantasy ScienceFiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture HughJackman JamesMcAvoy MichaelFassbender BryanSinger
54138,star trek into darkness,Action Adventure ScienceFiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d ChrisPine ZacharyQuinto ZoeSaldana J.J.Abrams
81005,jack the giant slayer,Action Family Fantasy basedonfairytale giant NicholasHoult EleanorTomlinson EwanMcGregor BryanSinger
64682,the great gatsby,Drama Romance basedonnovel infidelity obsession hope 3d LeonardoDiCaprio TobeyMaguire CareyMulligan BazLuhrmann
9543,prince of persia: the sands of time,Adventure Fantasy Action Romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame JakeGyllenhaal GemmaArterton BenKingsley MikeNewell
68726,pacific rim,Action ScienceFiction Adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d IdrisElba CharlieHunnam CharlieDay GuillermodelToro
38356,transformers: dark of the moon,Action ScienceFiction Adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger ShiaLaBeouf JohnMalkovich KenJeong MichaelBay
217,indiana jones and the kingdom of the crystal skull,Adventure Action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  HarrisonFord CateBlanchett ShiaLaBeouf StevenSpielberg
105864,the good dinosaur,Adventure Animation Family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey RaymondOchoa JackBright JeffreyWright PeterSohn
62177,brave,Animation Adventure Comedy Family Action Fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d KellyMacdonald JulieWalters BillyConnolly BrendaChapman MarkAndrews StevePurcell
188927,star trek beyond,Action Adventure ScienceFiction sequel stranded hatred spaceopera ChrisPine ZacharyQuinto KarlUrban JustinLin
10681,wall·e,Animation Family romanticcomedy BenBurtt ElissaKnight JeffGarlin AndrewStanton
5174,rush hour 3,Action Comedy Crime Thriller ambassador ChrisTucker JackieChan HiroyukiSanada BrettRatner
14161,2012,Action Adventure ScienceFiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind JohnCusack AmandaPeet ChiwetelEjiofor RolandEmmerich
17979,a christmas carol,Animation Drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas GaryOldman JimCarrey SteveValentine RobertZemeckis
76757,jupiter ascending,ScienceFiction Fantasy Action Adventure jupiter space womandirector 3d interspeciesromance MilaKunis ChanningTatum SeanBean LillyWachowski LanaWachowski
258489,the legend of tarzan,Action Adventure africa feralchild tarzan jungle animalattack AlexanderSkarsgård MargotRobbie ChristophWaltz DavidYates
411,"the chronicles of narnia: the lion, the witch and the wardrobe",Adventure Family Fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairytalefigure battle narnia fantasyworld duringcreditsstinger WilliamMoseley AnnaPopplewell SkandarKeynes AndrewAdamson
246655,x-men: apocalypse,ScienceFiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s JamesMcAvoy MichaelFassbender JenniferLawrence BryanSinger
155,the dark knight,Drama Action Crime Thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman ChristianBale HeathLedger AaronEckhart ChristopherNolan
14160,up,Animation Comedy Family Adventure agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring EdAsner ChristopherPlummer JordanNagai PeteDocter
15512,monsters vs aliens,Animation Family Adventure ScienceFiction alien giantrobot duringcreditsstinger SethRogen ReeseWitherspoon HughLaurie ConradVernon RobLetterman
1726,iron man,Action ScienceFiction Adventure middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson RobertDowneyJr TerrenceHoward JeffBridges JonFavreau
44826,hugo,Adventure Drama Family library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d BenKingsley SachaBaronCohen AsaButterfield MartinScorsese
8487,wild wild west,Action Adventure Comedy ScienceFiction Western steampunk basedontvseries steamlocomotive drag WillSmith KevinKline KennethBranagh BarrySonnenfeld
1735,the mummy: tomb of the dragon emperor,Adventure Action Fantasy BrendanFraser JetLi JohnHannah RobCohen
297761,suicide squad,Action Adventure Crime Fantasy ScienceFiction dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse WillSmith MargotRobbie JoelKinnaman DavidAyer
2698,evan almighty,Fantasy Comedy Family fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark SteveCarell LaurenGraham JohnGoodman TomShadyac
137113,edge of tomorrow,Action ScienceFiction dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton TomCruise EmilyBlunt BrendanGleeson DougLiman
9804,waterworld,Adventure Action ocean tattoo mutant water dystopia doomsday KevinCostner ChaimGirafi RickAviles KevinReynolds
14869,g.i. joe: the rise of cobra,Adventure Action Thriller ScienceFiction terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra DennisQuaid ChanningTatum MarlonWayans StephenSommers
150540,inside out,Drama Comedy Animation Family dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions AmyPoehler PhyllisSmith RichardKind PeteDocter
278927,the jungle book,Family Adventure Drama Fantasy basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals NeelSethi BillMurray BenKingsley JonFavreau
10138,iron man 2,Adventure Action ScienceFiction malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse RobertDowneyJr GwynethPaltrow DonCheadle JonFavreau
58595,snow white and the huntsman,Adventure Fantasy Drama queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress KristenStewart CharlizeTheron ChrisHemsworth RupertSanders
102651,maleficent,Fantasy Adventure Action Family Romance fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d AngelinaJolie ElleFanning SharltoCopley RobertStromberg
119450,dawn of the planet of the apes,ScienceFiction Action Drama Thriller leader colony postapocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3d AndySerkis JasonClarke GaryOldman MattReeves
79698,the lovers,Action Adventure ScienceFiction Romance JoshHartnett SimoneKessell TamsinEgerton RolandJoffé
64686,47 ronin,Drama Action Adventure Fantasy japan suicide samurai basedontruestory samuraisword ronin shogun halfbreed 3d KeanuReeves HiroyukiSanada KouShibasaki CarlRinsch
100402,captain america: the winter soldier,Action Adventure ScienceFiction washingtond.c future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthriller ChrisEvans SamuelL.Jackson ScarlettJohansson AnthonyRusso JoeRusso
10192,shrek forever after,Comedy Adventure Fantasy Animation Family ogre 3d MikeMyers EddieMurphy CameronDiaz MikeMitchell
158852,tomorrowland,Adventure Family Mystery ScienceFiction inventor apocalypse destiny imax dreamer futuristiccar futuristiccity BrittRobertson GeorgeClooney RaffeyCassidy BradBird
177572,big hero 6,Adventure Family Animation Action Comedy brotherbrotherrelationship hero talent revenge bestfriend anotherdimension robot boygenius hate aftercreditsstinger moraldilemma 3d teensuperheroes deadbrother ScottAdsit RyanPotter DanielHenney ChrisWilliams DonHall
82690,wreck-it ralph,Family Animation Comedy Adventure supportgroup productplacement bullying racing arcade medal selfesteem curiosity precociouschild aftercreditsstinger duringcreditsstinger firstpersonshooter glitch carefree videogamer q*bert interruptedwedding socialreject JohnC.Reilly SarahSilverman JackMcBrayer RichMoore
5255,the polar express,Adventure Animation Family Fantasy santaclaus nerd faith gift bell beard northpole chute trestle ticket christmas TomHanks MichaelJeter NonaGaye RobertZemeckis
47933,independence day: resurgence,Action Adventure ScienceFiction alternatehistory alieninvasion LiamHemsworth JeffGoldblum BillPullman RolandEmmerich
10191,how to train your dragon,Fantasy Adventure Animation Family flying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warrior JayBaruchel GerardButler CraigFerguson ChrisSanders DeanDeBlois
296,terminator 3: rise of the machines,Action Thriller ScienceFiction savingtheworld artificialintelligence manvsmachine cyborg killerrobot sunglasses leatherjacket nanotechnology rocketlauncher firemen veterinarian fireengine dystopia psychiatrist ArnoldSchwarzenegger NickStahl ClaireDanes JonathanMostow
118340,guardians of the galaxy,Action ScienceFiction Adventure marvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniverse ChrisPratt ZoeSaldana DaveBautista JamesGunn
157336,interstellar,Adventure Drama ScienceFiction savingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativity MatthewMcConaughey JessicaChastain AnneHathaway ChristopherNolan
27205,inception,Action Thriller ScienceFiction Mystery Adventure lossoflover dream kidnapping sleep subconsciousness heist redemption femalehero LeonardoDiCaprio JosephGordonLevitt EllenPage ChristopherNolan
315011,shin godzilla,Action Adventure Drama Horror ScienceFiction monster godzilla giantmonster destruction kaiju toyko HirokiHasegawa YutakaTakenouchi SatomiIshihara HideakiAnno ShinjiHiguchi
49051,the hobbit: an unexpected journey,Adventure Fantasy Action riddle elves dwarves orcs middleearth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomes IanMcKellen MartinFreeman RichardArmitage PeterJackson
9799,the fast and the furious,Action Crime Thriller streetgang carrace undercover autotuning losangeles car automobileracing aftercreditsstinger duringcreditsstinger PaulWalker VinDiesel MichelleRodriguez RobCohen
4922,the curious case of benjamin button,Fantasy Drama Thriller Mystery Romance diary navy funeral tea travel hospital CateBlanchett BradPitt TildaSwinton DavidFincher
49538,x-men: first class,Action ScienceFiction Adventure cia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960s JamesMcAvoy MichaelFassbender JenniferLawrence MatthewVaughn
131634,the hunger games: mockingjay - part 2,Action Adventure ScienceFiction revolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence
27022,the sorcerer's apprentice,Fantasy Adventure Action Comedy Drama witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana NicolasCage JayBaruchel MonicaBellucci JonTurteltaub
503,poseidon,Adventure Action Drama Thriller newyear'seve fire drowning cataclysm lossoffather atlanticocean ball selfabandonment shipwreck giantwave blackout ship daughter single escape capsizedship KurtRussell RichardDreyfuss JoshLucas WolfgangPetersen
241259,alice through the looking glass,Fantasy basedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3d JohnnyDepp MiaWasikowska AnneHathaway JamesBobin
810,shrek the third,Fantasy Adventure Animation Comedy Family ambush sadness stage liberationofprisoners island traitor shipwreck prince ship donkey kingdom theatreplay transformation conciliation tricks heirtothethrone assault boardingschool coupd'etat teacher bestfriend dragon cowardliness pregnancy capture duringcreditsstinger MikeMyers EddieMurphy CameronDiaz ChrisMiller RamanHui
68735,warcraft,Action Adventure Fantasy videogame elves orcs magic chase basedoncomicbook sorcerer fictionalwar basedonvideogame wizard fictionallanguage muscles orc swordandsorcery PaulaPatton TravisFimmel BenFoster DuncanJones
87101,terminator genisys,ScienceFiction Action Thriller Adventure savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d ArnoldSchwarzenegger JasonClarke EmiliaClarke AlanTaylor
10140,the chronicles of narnia: the voyage of the dawn treader,Adventure Family Fantasy basedonnovel magic goodvsevil king narnia fantasyworld knifeheldtothroat snowing quest SkandarKeynes GeorgieHenley SimonPegg MichaelApted
676,pearl harbor,History Romance War nurse patriotism hawaii worldwarii pilot pearlharbor u.s.airforce airplane war army love pinup BenAffleck JoshHartnett KateBeckinsale MichaelBay
1858,transformers,Adventure ScienceFiction Action destroy transformation alien basedontoy transformers robot duringcreditsstinger teenagehero ShiaLaBeouf JoshDuhamel MeganFox MichaelBay
1966,alexander,War History Action Adventure Drama Romance aristotle egypt greece persia elephant campaign alexanderthegreat homosexuality gayrelationship ancientworld ColinFarrell AngelinaJolie ValKilmer OliverStone
675,harry potter and the order of the phoenix,Adventure Fantasy Family Mystery prophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultism DanielRadcliffe RupertGrint EmmaWatson DavidYates
674,harry potter and the goblet of fire,Adventure Fantasy Family magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovel DanielRadcliffe RupertGrint EmmaWatson MikeNewell
8960,hancock,Fantasy Action flying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstinger WillSmith CharlizeTheron JasonBateman PeterBerg
6479,i am legend,Drama Horror Action Thriller ScienceFiction savingtheworld lostcivilisation postapocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemic WillSmith AliceBraga CharlieTahan FrancisLawrence
118,charlie and the chocolate factory,Adventure Comedy Family Fantasy londonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacher JohnnyDepp FreddieHighmore DavidKelly TimBurton
2062,ratatouille,Animation Comedy Family Fantasy paris brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef rat PattonOswalt IanHolm LouRomano JanPinkava BradBird
272,batman begins,Action Crime Drama himalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledlove ChristianBale MichaelCaine LiamNeeson ChristopherNolan
10527,madagascar: escape 2 africa,Family Animation africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger BenStiller JadaPinkettSmith DavidSchwimmer EricDarnell TomMcGrath
18360,night at the museum: battle of the smithsonian,Adventure Fantasy Action Comedy Family museum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonian BenStiller AmyAdams OwenWilson ShawnLevy
2080,x-men origins: wolverine,Adventure Action Thriller ScienceFiction corruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstinger HughJackman LievSchreiber DannyHuston GavinHood
605,the matrix revolutions,Adventure Action Thriller ScienceFiction savingtheworld artificialintelligence manvsmachine flying philosophy fortuneteller kungfu undergroundworld killerrobot temple subway dream sun hero fight sunlight computervirus key future precognition supercomputer machinetown yingyang dyinganddeath virtualreality dystopia computer faith worldreligion truth rescue mission cyberpunk womandirector yinyang gnosticism KeanuReeves LaurenceFishburne CarrieAnneMoss LillyWachowski LanaWachowski
109445,frozen,Animation Adventure Family queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d KristenBell IdinaMenzel JonathanGroff ChrisBuck JenniferLee
604,the matrix reloaded,Adventure Action Thriller ScienceFiction savingtheworld artificialintelligence manvsmachine martialarts kungfu undergroundworld dream hero fight computervirus key future plato precognition rave dyinganddeath virtualreality dystopia computer faith worldreligion truth mission cyberpunk womandirector gnosticism KeanuReeves CarrieAnneMoss LaurenceFishburne LillyWachowski LanaWachowski
76338,thor: the dark world,Action Adventure Fantasy marvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgard ChrisHemsworth NataliePortman TomHiddleston AlanTaylor
76341,mad max: fury road,Action Adventure ScienceFiction Thriller future chase postapocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfuture TomHardy CharlizeTheron NicholasHoult GeorgeMiller
13448,angels & demons,Thriller Mystery rome vatican basedonnovel symbolism christian illuminati quantummechanics prequel antimatter conspiracy investigator catholicism cern TomHanks EwanMcGregor AyeletZurer RonHoward
10195,thor,Adventure Fantasy Action newmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdall ChrisHemsworth NataliePortman TomHiddleston KennethBranagh
13053,bolt,Animation Family Adventure Comedy hamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationship JohnTravolta MileyCyrus SusieEssman ChrisWilliams ByronHoward
19585,g-force,Fantasy Action Adventure Family Comedy dyr duringcreditsstinger SamRockwell PenélopeCruz TracyMorgan HoytYeatman
57165,wrath of the titans,Adventure underworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3d SamWorthington LiamNeeson RalphFiennes JonathanLiebesman
62213,dark shadows,Comedy Fantasy witch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansion JohnnyDepp MichellePfeiffer HelenaBonhamCarter TimBurton
177677,mission: impossible - rogue nation,Action Adventure Thriller londonengland spy austria villain sequel mission conspiracy viennaopera vienna TomCruise RebeccaFerguson SimonPegg ChristopherMcQuarrie
7978,the wolfman,Drama Horror Thriller fathersonrelationship victorianengland remake ruralsetting werewolf BeniciodelToro AnthonyHopkins EmilyBlunt JoeJohnston
5559,bee movie,Family Animation Adventure Comedy factoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstinger JerrySeinfeld RenéeZellweger JimCummings SteveHickner SimonJ.Smith
49444,kung fu panda 2,Animation Family martialarts hope fleet panda mission womandirector JackBlack AngelinaJolie DustinHoffman JenniferYuhNelson
10196,the last airbender,Action Adventure Family Fantasy fire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheering NoahRinger NicolaPeltz JacksonRathbone M.NightShyamalan
